response_id,agent_id,agent_name,mobile_no,category,location,survey_date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12
RSP06007,A007,Agent_7,9358193485,Shop,Vasai,2024-01-07,T,T,T,F,T,T,T,T,T,F,T,T
RSP06008,A006,Agent_6,9740594985,College,Vasai,2024-01-26,T,F,F,F,T,F,F,T,T,T,T,T
RSP06009,A020,Agent_20,9476519395,House,Vasai,2024-03-21,T,T,T,T,T,F,T,T,T,T,T,T
RSP06010,A008,Agent_8,9194973097,House,Vasai,2024-01-05,T,T,F,T,T,T,T,F,T,T,F,T
RSP06011,A006,Agent_6,9695597508,Shop,Vasai,2024-01-10,T,F,F,F,F,T,F,T,F,F,T,T
RSP06012,A005,Agent_5,9584303457,School,Vasai,2024-01-11,T,T,T,T,T,T,F,T,T,F,T,T
RSP06013,A002,Agent_2,9608857693,House,Vasai,2024-02-17,T,T,T,F,T,F,F,F,T,F,F,F
RSP06014,A009,Agent_9,9465498643,House,Vasai,2024-03-04,T,F,T,F,T,T,F,T,T,T,T,F
RSP06015,A014,Agent_14,9315289558,School,Vasai,2024-02-29,T,T,F,F,F,T,T,T,T,T,T,T
RSP06016,A006,Agent_6,9937291916,College,Vasai,2024-01-17,T,F,T,F,T,F,F,F,T,F,F,F
RSP06017,A004,Agent_4,9554419239,House,Vasai,2024-03-01,T,T,T,T,T,T,F,T,T,T,T,T
RSP06018,A013,Agent_13,9350401223,House,Vasai,2024-02-21,T,T,F,T,F,T,F,T,F,T,F,T
RSP06019,A020,Agent_20,9713945806,House,Vasai,2024-01-09,F,T,T,F,T,T,F,T,F,T,T,F
RSP06020,A005,Agent_5,9255455697,School,Vasai,2024-01-06,T,F,F,F,T,T,F,T,T,T,T,F
RSP06021,A021,Agent_21,9646144418,House,Vasai,2024-02-22,T,T,F,F,T,F,F,F,T,T,T,T
RSP06022,A005,Agent_5,9856631619,House,Vasai,2024-03-23,T,T,F,T,T,T,F,T,T,F,T,T
RSP06023,A019,Agent_19,9531374964,Shop,Vasai,2024-03-30,F,F,T,T,T,T,T,F,T,F,F,T
RSP06024,A001,Agent_1,9712321554,House,Vasai,2024-02-21,T,T,T,F,T,F,F,T,T,F,T,T
RSP06025,A014,Agent_14,9519882542,School,Vasai,2024-03-07,T,T,F,F,T,T,T,T,T,T,T,T
RSP06026,A008,Agent_8,9342931919,College,Vasai,2024-01-16,F,F,T,F,T,T,F,T,F,T,F,T
RSP06027,A014,Agent_14,9325215109,Shop,Vasai,2024-02-14,T,T,T,T,T,F,T,T,T,T,T,F
RSP06028,A015,Agent_15,9209599793,House,Vasai,2024-03-19,T,F,F,T,T,T,T,T,T,F,T,T
RSP06029,A010,Agent_10,9771772067,Shop,Vasai,2024-03-23,T,T,T,F,T,T,T,T,T,F,T,F
RSP06030,A020,Agent_20,9968502396,House,Vasai,2024-03-13,T,T,F,T,T,T,T,T,T,T,F,F
RSP06031,A018,Agent_18,9971577149,House,Vasai,2024-02-01,F,T,T,F,T,T,T,F,T,F,T,F
RSP06032,A006,Agent_6,9750664924,House,Vasai,2024-02-28,T,F,T,T,T,F,T,T,T,T,F,T
RSP06033,A004,Agent_4,9550203884,Shop,Vasai,2024-02-07,F,T,T,T,T,F,T,T,T,F,T,F
RSP06034,A012,Agent_12,9832875453,House,Vasai,2024-01-19,F,T,T,F,T,T,T,T,T,T,F,T
RSP06035,A011,Agent_11,9645239509,House,Vasai,2024-03-27,T,T,T,F,T,T,T,T,T,T,F,T
RSP06036,A010,Agent_10,9603236491,House,Vasai,2024-02-17,F,T,T,T,T,F,T,T,T,F,T,F
RSP06037,A023,Agent_23,9171631543,House,Vasai,2024-03-12,T,T,T,T,F,T,T,T,F,T,F,F
RSP06038,A018,Agent_18,9883552825,Shop,Vasai,2024-02-15,T,F,F,F,T,F,T,T,F,T,T,T
RSP06039,A009,Agent_9,9854646062,School,Vasai,2024-03-19,T,T,T,T,F,F,T,T,T,T,F,T
RSP06040,A013,Agent_13,9119136922,Shop,Vasai,2024-01-12,F,T,F,T,T,T,T,T,T,T,F,T
RSP06041,A021,Agent_21,9530970048,House,Vasai,2024-01-09,T,T,T,F,T,F,F,T,T,T,T,T
RSP06042,A008,Agent_8,9345418438,House,Vasai,2024-01-22,F,T,T,T,T,T,T,T,T,T,F,T
RSP06043,A005,Agent_5,9410497147,House,Vasai,2024-01-30,T,T,F,F,F,F,F,F,F,T,T,T
RSP06044,A001,Agent_1,9247509116,House,Vasai,2024-02-11,T,T,T,T,T,F,F,T,F,T,F,F
RSP06045,A016,Agent_16,9736386873,House,Vasai,2024-03-07,T,F,F,T,T,F,T,T,T,T,F,T
RSP06046,A019,Agent_19,9403631289,House,Vasai,2024-03-23,T,F,T,F,F,T,T,T,T,T,T,T
RSP06047,A006,Agent_6,9543920781,House,Vasai,2024-02-01,T,T,F,T,T,T,F,T,T,T,F,T
RSP06048,A023,Agent_23,9990179812,College,Vasai,2024-01-06,T,T,F,F,T,T,F,T,T,T,F,T
RSP06049,A025,Agent_25,9891771712,House,Vasai,2024-01-29,T,T,T,F,T,F,T,T,T,F,T,F
RSP06050,A009,Agent_9,9368263100,School,Vasai,2024-03-18,T,T,T,T,F,T,F,T,T,T,T,T
RSP06051,A003,Agent_3,9788556324,House,Vasai,2024-02-05,T,T,T,T,T,F,F,T,T,T,F,T
RSP06052,A002,Agent_2,9905976664,House,Vasai,2024-01-10,T,T,T,F,F,T,F,F,T,T,F,T
RSP06053,A007,Agent_7,9329722083,Shop,Vasai,2024-01-24,T,F,F,F,T,T,T,T,T,T,T,T
RSP06054,A005,Agent_5,9387795525,House,Vasai,2024-02-19,T,F,F,F,T,T,T,F,T,T,T,T
RSP06055,A007,Agent_7,9787233093,House,Vasai,2024-02-09,T,T,F,T,T,T,F,T,T,T,T,T
RSP06056,A008,Agent_8,9656223436,House,Vasai,2024-03-14,T,T,F,T,T,T,F,T,F,F,T,T
RSP06057,A016,Agent_16,9916494432,School,Vasai,2024-02-24,F,T,T,F,T,T,F,F,T,T,T,F
RSP06058,A021,Agent_21,9234220865,College,Vasai,2024-03-30,T,F,F,F,T,F,T,T,F,T,T,F
RSP06059,A011,Agent_11,9273067145,House,Vasai,2024-03-21,F,T,T,F,T,T,T,T,T,F,T,T
RSP06060,A022,Agent_22,9578654785,House,Vasai,2024-01-30,F,T,F,T,T,T,F,T,F,T,T,T
RSP06061,A004,Agent_4,9379963816,Shop,Vasai,2024-02-19,T,T,F,T,T,F,F,T,T,T,F,T
RSP06062,A003,Agent_3,9242040493,House,Vasai,2024-01-01,T,T,T,F,T,T,F,F,F,T,F,T
RSP06063,A018,Agent_18,9578547737,House,Vasai,2024-02-01,T,T,T,F,T,T,F,T,T,T,T,F
RSP06064,A016,Agent_16,9407299463,House,Vasai,2024-02-29,T,F,F,F,T,F,T,T,F,F,F,T
RSP06065,A020,Agent_20,9665623795,House,Vasai,2024-03-03,T,T,T,F,T,T,F,T,F,F,F,T
RSP06066,A016,Agent_16,9380979557,Shop,Vasai,2024-02-13,T,F,T,F,F,T,T,T,T,T,T,T
RSP06067,A003,Agent_3,9998442950,House,Vasai,2024-03-12,T,T,T,F,T,T,F,T,T,F,T,T
RSP06068,A009,Agent_9,9108592396,House,Vasai,2024-01-27,T,F,T,F,F,F,F,F,T,T,T,T
RSP06069,A001,Agent_1,9156329391,House,Vasai,2024-01-27,T,T,F,F,T,T,T,T,T,T,T,T
RSP06070,A011,Agent_11,9715691240,House,Vasai,2024-03-23,T,T,F,F,T,F,T,T,F,T,T,T
RSP06071,A021,Agent_21,9139872548,College,Vasai,2024-02-29,T,T,T,F,T,F,T,T,F,T,T,T
RSP06072,A008,Agent_8,9264435031,House,Vasai,2024-03-07,T,T,T,F,T,F,T,T,T,T,T,T
RSP06073,A001,Agent_1,9128282481,Shop,Vasai,2024-03-18,T,T,T,T,T,T,T,F,T,F,F,F
RSP06074,A013,Agent_13,9862616910,College,Vasai,2024-03-16,T,T,T,F,T,F,F,T,T,T,T,F
RSP06075,A018,Agent_18,9223472749,College,Vasai,2024-01-25,T,T,F,F,F,T,T,T,T,T,T,T
RSP06076,A016,Agent_16,9984217222,Shop,Vasai,2024-02-22,T,F,T,F,T,T,F,T,T,T,T,T
RSP06077,A021,Agent_21,9329897980,House,Vasai,2024-03-16,F,F,F,F,T,F,F,F,F,F,F,T
RSP06078,A016,Agent_16,9234716893,College,Vasai,2024-01-20,T,F,T,T,T,T,T,T,T,T,F,T
RSP06079,A002,Agent_2,9520315773,House,Vasai,2024-02-09,T,T,T,T,T,T,T,F,T,T,F,T
RSP06080,A023,Agent_23,9847041557,College,Vasai,2024-02-22,F,T,T,T,F,T,F,T,T,T,T,T
RSP06081,A006,Agent_6,9456891088,College,Vasai,2024-01-12,F,T,T,F,T,T,F,T,T,T,F,T
RSP06082,A008,Agent_8,9738862163,House,Vasai,2024-02-15,T,T,F,T,T,T,F,T,F,T,T,F
RSP06083,A004,Agent_4,9370189806,Shop,Vasai,2024-01-31,F,T,T,F,T,F,T,T,T,F,T,T
RSP06084,A013,Agent_13,9184800385,House,Vasai,2024-01-21,T,T,F,F,T,T,F,T,T,T,F,T
RSP06085,A010,Agent_10,9484864551,House,Vasai,2024-02-16,T,T,T,T,T,T,T,T,T,T,F,T
RSP06086,A009,Agent_9,9916109911,House,Vasai,2024-03-23,T,T,T,F,T,T,T,T,T,F,T,F
RSP06087,A019,Agent_19,9738514967,House,Vasai,2024-03-18,T,F,T,F,T,T,T,T,F,T,T,T
RSP06088,A018,Agent_18,9115782181,House,Vasai,2024-02-19,F,F,T,F,T,T,F,T,T,T,F,T
RSP06089,A024,Agent_24,9254667399,College,Vasai,2024-01-22,F,T,T,F,T,F,T,T,T,T,T,T
RSP06090,A020,Agent_20,9888689369,House,Vasai,2024-01-20,F,T,F,F,T,T,F,T,T,F,T,T
RSP06091,A004,Agent_4,9198924234,House,Vasai,2024-03-13,F,F,T,F,T,T,T,F,F,T,T,F
RSP06092,A002,Agent_2,9182481106,House,Vasai,2024-03-15,T,T,T,T,T,T,F,T,T,T,T,T
RSP06093,A019,Agent_19,9485909022,House,Vasai,2024-01-07,F,T,F,F,T,T,T,T,T,F,T,T
RSP06094,A004,Agent_4,9354010744,House,Vasai,2024-02-10,T,T,T,T,T,T,T,F,T,F,F,T
RSP06095,A021,Agent_21,9154971823,College,Vasai,2024-03-20,T,T,F,F,F,T,T,T,T,T,T,F
RSP06096,A023,Agent_23,9154164695,House,Vasai,2024-03-08,T,T,T,T,T,F,T,F,T,T,T,T
RSP06097,A017,Agent_17,9784295829,Shop,Vasai,2024-02-06,T,T,F,T,T,T,T,T,T,T,F,T
RSP06098,A012,Agent_12,9965276374,College,Vasai,2024-03-05,T,T,T,F,F,T,F,T,T,F,T,F
RSP06099,A017,Agent_17,9890166254,House,Vasai,2024-02-26,T,T,F,F,T,F,T,T,T,T,F,F
RSP06100,A020,Agent_20,9927937196,House,Vasai,2024-02-01,F,F,T,F,T,T,T,T,F,F,T,F
RSP06101,A015,Agent_15,9934654216,Shop,Vasai,2024-02-27,T,T,T,F,F,T,F,T,T,T,T,T
RSP06102,A024,Agent_24,9804481233,College,Vasai,2024-02-06,T,F,T,F,T,T,F,T,F,F,F,T
RSP06103,A005,Agent_5,9397024515,House,Vasai,2024-03-28,F,T,T,T,T,T,T,F,T,F,F,T
RSP06104,A018,Agent_18,9362498850,School,Vasai,2024-03-17,F,T,F,T,T,F,F,T,T,F,F,T
RSP06105,A012,Agent_12,9785520267,House,Vasai,2024-03-04,T,T,F,T,T,T,F,F,F,T,F,T
RSP06106,A015,Agent_15,9345724489,Shop,Vasai,2024-01-12,T,T,T,F,T,T,T,T,F,F,T,T
RSP06107,A010,Agent_10,9140881102,College,Vasai,2024-03-02,F,T,T,T,T,T,F,F,F,T,F,T
RSP06108,A001,Agent_1,9343500373,House,Vasai,2024-02-17,F,F,F,T,T,F,T,T,T,F,F,T
RSP06109,A010,Agent_10,9329567525,House,Vasai,2024-02-02,F,F,T,F,T,T,F,T,T,T,F,F
RSP06110,A023,Agent_23,9496161411,House,Vasai,2024-01-29,F,T,F,T,F,F,F,T,F,T,F,F
RSP06111,A009,Agent_9,9426367316,House,Vasai,2024-02-10,F,T,T,T,T,F,T,F,T,F,F,T
RSP06112,A017,Agent_17,9125237720,Shop,Vasai,2024-01-22,T,T,T,F,T,F,F,T,T,F,T,T
RSP06113,A009,Agent_9,9465544397,Shop,Vasai,2024-02-07,T,T,T,F,T,T,T,T,T,T,F,T
RSP06114,A018,Agent_18,9339837902,Shop,Vasai,2024-01-03,T,T,F,F,T,T,F,T,T,T,T,T
RSP06115,A004,Agent_4,9996790489,School,Vasai,2024-02-27,F,F,F,T,T,T,T,F,F,F,T,T
RSP06116,A024,Agent_24,9749687646,School,Vasai,2024-03-05,T,T,F,T,T,T,F,F,T,T,T,T
RSP06117,A020,Agent_20,9511351302,House,Vasai,2024-03-21,F,T,F,F,T,F,T,F,T,T,F,T
RSP06118,A016,Agent_16,9226918478,House,Vasai,2024-03-03,F,T,T,F,T,T,T,F,T,T,T,T
RSP06119,A002,Agent_2,9360378373,College,Vasai,2024-01-02,F,T,T,T,T,T,T,F,T,T,F,T
RSP06120,A002,Agent_2,9419946337,House,Vasai,2024-02-06,F,T,F,F,T,T,T,T,F,T,F,F
RSP06121,A011,Agent_11,9127784582,Shop,Vasai,2024-01-05,T,T,F,F,T,T,F,T,T,T,T,T
RSP06122,A013,Agent_13,9261242193,Shop,Vasai,2024-02-29,F,T,T,T,T,T,F,T,T,F,F,F
RSP06123,A017,Agent_17,9897728277,Shop,Vasai,2024-01-24,F,T,F,T,F,F,F,T,T,T,T,T
RSP06124,A008,Agent_8,9687093202,House,Vasai,2024-03-17,T,T,T,F,T,F,F,T,T,T,T,T
RSP06125,A002,Agent_2,9148978922,House,Vasai,2024-03-13,T,T,F,F,T,T,F,T,F,F,F,T
RSP06126,A023,Agent_23,9139134019,Shop,Vasai,2024-02-26,T,T,T,F,T,T,F,T,T,T,F,F
RSP06127,A023,Agent_23,9242618674,House,Vasai,2024-02-19,T,T,F,T,F,T,F,T,F,T,F,T
RSP06128,A021,Agent_21,9362306089,Shop,Vasai,2024-01-16,T,T,T,F,T,T,T,T,T,T,T,T
RSP06129,A005,Agent_5,9539158464,College,Vasai,2024-02-28,F,F,T,F,T,T,T,T,T,F,T,F
RSP06130,A017,Agent_17,9229229330,House,Vasai,2024-01-11,T,F,T,F,T,T,F,F,T,T,T,F
RSP06131,A005,Agent_5,9304478830,Shop,Vasai,2024-02-28,F,T,T,F,F,T,F,T,T,T,T,T
RSP06132,A011,Agent_11,9224081454,College,Vasai,2024-03-26,T,F,T,F,T,T,T,T,F,F,F,T
RSP06133,A016,Agent_16,9167006966,House,Vasai,2024-01-29,T,T,T,F,T,T,F,F,T,T,T,T
RSP06134,A018,Agent_18,9827504424,House,Vasai,2024-01-16,T,T,F,T,T,T,F,F,T,T,T,T
RSP06135,A019,Agent_19,9811900392,School,Vasai,2024-03-30,T,F,T,F,T,F,T,F,T,T,T,T
RSP06136,A025,Agent_25,9307492825,House,Vasai,2024-02-06,T,F,F,T,T,T,T,T,T,F,F,F
RSP06137,A004,Agent_4,9667429316,House,Vasai,2024-01-14,F,T,T,F,T,T,T,F,T,T,T,F
RSP06138,A016,Agent_16,9438886460,House,Vasai,2024-03-17,T,T,T,F,T,T,T,T,T,T,F,T
RSP06139,A015,Agent_15,9889486876,Shop,Vasai,2024-03-10,T,T,T,T,F,T,T,T,F,F,T,F
RSP06140,A023,Agent_23,9593548363,House,Vasai,2024-03-21,F,T,T,F,F,T,T,T,F,T,F,T
RSP06141,A016,Agent_16,9175838627,College,Vasai,2024-02-05,T,F,F,T,T,T,T,T,T,T,F,F
RSP06142,A017,Agent_17,9241723892,House,Vasai,2024-03-02,F,T,T,F,T,T,T,T,F,T,F,T
RSP06143,A004,Agent_4,9327329386,House,Vasai,2024-01-16,F,T,T,F,F,T,T,T,F,T,T,T
RSP06144,A020,Agent_20,9225392736,Shop,Vasai,2024-03-10,T,T,F,T,F,F,T,F,F,T,F,T
RSP06145,A016,Agent_16,9705287222,House,Vasai,2024-03-27,T,T,T,T,T,T,F,T,F,T,T,T
RSP06146,A025,Agent_25,9940599743,House,Vasai,2024-03-15,T,F,T,T,T,T,F,F,T,F,T,T
RSP06147,A018,Agent_18,9692289613,House,Vasai,2024-03-11,T,T,T,T,T,T,T,T,T,F,T,F
RSP06148,A002,Agent_2,9323262187,House,Vasai,2024-02-29,T,T,T,F,T,T,F,T,T,F,F,T
RSP06149,A016,Agent_16,9246756540,House,Vasai,2024-02-12,T,T,F,F,T,F,T,T,F,T,T,F
RSP06150,A006,Agent_6,9575178755,School,Vasai,2024-01-08,F,T,T,F,T,T,T,F,T,T,F,T
RSP06151,A019,Agent_19,9558763775,House,Vasai,2024-01-05,T,F,T,F,T,T,F,F,T,T,T,F
RSP06152,A016,Agent_16,9805405820,House,Vasai,2024-03-07,T,F,F,F,T,T,F,T,T,T,T,T
RSP06153,A010,Agent_10,9657163383,House,Vasai,2024-03-22,F,T,T,T,T,T,F,T,T,T,F,T
RSP06154,A018,Agent_18,9214098869,College,Vasai,2024-02-19,T,F,T,T,T,T,F,T,T,T,T,T
RSP06155,A002,Agent_2,9936276832,School,Vasai,2024-01-11,T,T,T,T,F,T,F,T,T,F,T,T
RSP06156,A017,Agent_17,9488022026,College,Vasai,2024-03-26,T,T,T,T,T,F,T,T,F,F,T,T
RSP06157,A013,Agent_13,9535869583,Shop,Vasai,2024-03-27,T,F,T,F,T,F,F,T,T,F,F,T
RSP06158,A014,Agent_14,9231442939,House,Vasai,2024-01-18,F,F,T,F,T,F,F,T,T,F,T,F
RSP06159,A010,Agent_10,9655552585,School,Vasai,2024-03-20,T,T,T,T,T,T,T,T,T,T,F,T
RSP06160,A025,Agent_25,9288303551,House,Vasai,2024-02-20,T,T,T,F,T,T,F,T,T,F,T,T
RSP06161,A006,Agent_6,9686196366,House,Vasai,2024-02-10,T,T,T,F,T,F,T,T,F,F,F,T
RSP06162,A018,Agent_18,9541512588,House,Vasai,2024-01-17,T,T,T,F,T,T,F,T,T,F,T,T
RSP06163,A023,Agent_23,9354043191,House,Vasai,2024-01-21,T,F,F,F,F,T,T,F,F,T,F,T
