response_id,agent_id,agent_name,mobile_no,category,location,survey_date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12
RSP12107,A002,Agent_2,9647881810,House,Boisar,2024-03-30,T,T,F,F,T,T,T,T,T,F,F,F
RSP12108,A008,Agent_8,9572139206,Shop,Boisar,2024-03-08,F,F,F,T,T,T,F,T,T,F,T,F
RSP12109,A007,Agent_7,9323594657,House,Boisar,2024-01-26,T,T,F,F,T,T,F,T,T,T,T,T
RSP12110,A013,Agent_13,9412697603,College,Boisar,2024-03-08,T,F,F,F,T,T,T,T,T,T,T,T
RSP12111,A023,Agent_23,9460790893,Shop,Boisar,2024-03-09,T,T,T,F,F,T,F,F,T,F,F,F
RSP12112,A012,Agent_12,9415292709,House,Boisar,2024-02-13,T,T,T,F,T,T,T,T,T,F,T,T
RSP12113,A024,Agent_24,9133889012,House,Boisar,2024-01-22,T,F,T,F,T,T,F,T,T,F,T,T
RSP12114,A015,Agent_15,9429577905,House,Boisar,2024-01-20,T,T,F,F,T,T,T,T,T,F,F,F
RSP12115,A017,Agent_17,9864869130,Shop,Boisar,2024-01-14,F,F,F,F,T,T,F,T,T,F,T,F
RSP12116,A025,Agent_25,9351264454,House,Boisar,2024-02-11,T,F,T,T,T,T,T,T,T,T,F,T
RSP12117,A024,Agent_24,9413742132,House,Boisar,2024-03-02,F,T,T,F,T,T,F,T,F,T,F,F
RSP12118,A015,Agent_15,9655040410,Shop,Boisar,2024-01-05,T,T,T,T,F,T,F,F,F,F,T,F
RSP12119,A013,Agent_13,9264802509,College,Boisar,2024-02-02,T,F,F,T,T,F,T,T,T,T,T,F
RSP12120,A008,Agent_8,9625928357,House,Boisar,2024-03-08,F,T,F,T,T,F,T,T,T,T,T,F
RSP12121,A020,Agent_20,9572994180,House,Boisar,2024-01-31,T,T,T,T,T,T,T,T,T,T,F,T
RSP12122,A020,Agent_20,9230996603,School,Boisar,2024-01-21,F,T,T,T,T,T,T,T,T,T,T,T
RSP12123,A001,Agent_1,9261786112,House,Boisar,2024-01-22,T,T,F,F,T,T,T,T,F,T,F,T
RSP12124,A015,Agent_15,9584143998,College,Boisar,2024-02-18,T,T,T,T,T,T,F,T,T,T,T,T
RSP12125,A008,Agent_8,9881081325,College,Boisar,2024-02-18,F,T,T,T,F,T,T,T,T,T,T,T
RSP12126,A005,Agent_5,9386431514,College,Boisar,2024-03-04,F,T,F,F,T,F,F,T,T,F,T,T
RSP12127,A001,Agent_1,9714440119,House,Boisar,2024-01-08,T,T,T,F,T,T,T,T,T,F,F,T
RSP12128,A025,Agent_25,9154473669,House,Boisar,2024-03-08,T,F,F,F,F,T,T,T,T,T,T,F
RSP12129,A023,Agent_23,9502083343,House,Boisar,2024-03-19,T,F,F,T,T,T,T,T,F,F,T,T
RSP12130,A007,Agent_7,9265377110,House,Boisar,2024-02-27,T,T,F,F,T,T,F,T,T,F,T,T
RSP12131,A009,Agent_9,9122059533,House,Boisar,2024-03-20,T,F,T,F,T,T,T,T,F,T,T,T
RSP12132,A023,Agent_23,9782466506,House,Boisar,2024-02-23,T,T,T,F,F,T,T,T,T,T,F,T
RSP12133,A009,Agent_9,9438350945,House,Boisar,2024-03-11,T,T,F,T,T,T,F,F,F,T,F,T
RSP12134,A016,Agent_16,9949154131,House,Boisar,2024-01-22,T,T,F,F,T,T,T,T,F,F,T,T
RSP12135,A003,Agent_3,9313414727,House,Boisar,2024-03-17,F,T,F,F,T,T,F,T,T,T,F,T
RSP12136,A020,Agent_20,9440612374,House,Boisar,2024-02-17,F,F,T,F,F,T,T,T,F,F,T,T
RSP12137,A019,Agent_19,9544318813,College,Boisar,2024-02-26,F,T,T,F,T,T,T,T,F,T,F,T
RSP12138,A025,Agent_25,9899244666,Shop,Boisar,2024-02-24,T,F,T,F,T,T,T,F,T,F,T,T
RSP12139,A014,Agent_14,9296770171,Shop,Boisar,2024-01-05,F,T,T,F,T,T,F,F,T,F,F,T
RSP12140,A011,Agent_11,9943277151,Shop,Boisar,2024-01-28,T,F,T,F,T,T,F,T,T,F,F,T
RSP12141,A012,Agent_12,9872043557,Shop,Boisar,2024-01-27,F,T,T,F,T,T,T,F,F,T,T,T
RSP12142,A001,Agent_1,9260817693,College,Boisar,2024-02-02,F,T,F,F,T,T,F,T,T,T,T,F
RSP12143,A001,Agent_1,9843291056,House,Boisar,2024-03-26,T,T,T,F,T,T,T,T,F,F,F,T
RSP12144,A019,Agent_19,9462352044,House,Boisar,2024-01-11,T,T,F,F,T,T,T,T,T,T,F,F
RSP12145,A003,Agent_3,9467820494,House,Boisar,2024-01-02,T,T,F,F,T,T,T,T,T,T,F,F
RSP12146,A024,Agent_24,9879047729,Shop,Boisar,2024-01-29,T,T,T,T,T,T,F,T,F,F,T,T
RSP12147,A012,Agent_12,9437189592,House,Boisar,2024-03-24,F,F,T,F,T,T,T,T,F,T,F,T
RSP12148,A003,Agent_3,9203614470,House,Boisar,2024-01-02,T,F,T,F,T,T,T,T,T,T,T,T
RSP12149,A003,Agent_3,9825924663,House,Boisar,2024-02-29,T,T,F,F,T,F,F,F,T,T,T,F
RSP12150,A020,Agent_20,9458680930,House,Boisar,2024-01-17,T,T,T,F,T,T,T,T,F,T,T,T
RSP12151,A012,Agent_12,9760209354,College,Boisar,2024-02-01,T,T,T,F,F,T,F,T,F,T,T,T
RSP12152,A008,Agent_8,9227547891,House,Boisar,2024-02-12,T,F,T,F,T,T,F,T,T,F,T,T
RSP12153,A015,Agent_15,9783023957,Shop,Boisar,2024-01-14,T,T,T,T,F,T,T,F,T,T,T,T
RSP12154,A025,Agent_25,9627269916,House,Boisar,2024-01-05,T,T,T,T,T,T,F,T,T,F,F,T
RSP12155,A015,Agent_15,9147103454,House,Boisar,2024-01-09,T,T,T,T,F,T,T,F,F,F,T,F
RSP12156,A022,Agent_22,9214992492,House,Boisar,2024-01-29,T,T,F,T,T,T,F,T,F,T,F,T
RSP12157,A008,Agent_8,9729608956,College,Boisar,2024-01-12,F,T,T,F,T,T,F,T,F,F,T,T
RSP12158,A004,Agent_4,9185906840,House,Boisar,2024-03-11,T,T,F,F,T,T,T,T,T,F,T,T
RSP12159,A025,Agent_25,9941339845,College,Boisar,2024-02-18,F,F,F,T,F,T,T,F,F,T,T,T
RSP12160,A007,Agent_7,9272303038,House,Boisar,2024-01-23,T,T,F,F,T,T,T,T,T,T,T,T
RSP12161,A017,Agent_17,9405827181,House,Boisar,2024-01-15,T,T,T,T,T,T,F,T,T,T,F,T
RSP12162,A015,Agent_15,9473265516,House,Boisar,2024-03-11,F,T,T,F,F,T,T,T,F,T,T,F
RSP12163,A024,Agent_24,9148715166,House,Boisar,2024-01-21,F,T,T,T,T,T,T,T,T,F,T,T
RSP12164,A022,Agent_22,9142794887,House,Boisar,2024-03-18,T,F,T,F,T,T,T,T,F,F,T,T
RSP12165,A018,Agent_18,9440808510,House,Boisar,2024-03-15,F,T,T,F,T,T,T,F,T,F,T,F
RSP12166,A024,Agent_24,9862582584,Shop,Boisar,2024-03-30,F,T,T,F,T,T,F,F,T,T,F,T
RSP12167,A007,Agent_7,9704779513,Shop,Boisar,2024-02-02,T,T,F,F,T,T,T,T,T,T,T,F
RSP12168,A014,Agent_14,9361609036,House,Boisar,2024-03-26,T,T,T,T,T,T,F,T,F,F,T,F
RSP12169,A004,Agent_4,9704735830,House,Boisar,2024-03-25,T,T,T,T,T,T,F,T,T,T,T,T
RSP12170,A009,Agent_9,9352257881,Shop,Boisar,2024-03-09,T,T,T,F,T,F,T,T,T,T,F,T
RSP12171,A012,Agent_12,9410881798,House,Boisar,2024-03-19,T,T,T,F,T,T,T,T,F,T,T,T
RSP12172,A004,Agent_4,9953033972,House,Boisar,2024-02-10,T,T,F,F,T,T,T,T,T,F,T,T
RSP12173,A022,Agent_22,9601029896,House,Boisar,2024-03-30,F,T,T,F,T,T,T,F,T,T,F,T
RSP12174,A016,Agent_16,9602512693,Shop,Boisar,2024-03-28,T,F,T,F,T,T,T,F,F,T,T,T
RSP12175,A023,Agent_23,9950619810,College,Boisar,2024-02-12,T,T,T,F,T,T,T,F,F,T,T,T
RSP12176,A022,Agent_22,9195459895,House,Boisar,2024-01-24,T,T,F,F,T,F,F,T,T,T,F,F
RSP12177,A013,Agent_13,9467863051,House,Boisar,2024-01-31,T,T,T,F,T,T,T,T,F,F,T,F
RSP12178,A017,Agent_17,9834405123,House,Boisar,2024-03-10,T,T,T,F,F,T,T,T,T,T,T,T
RSP12179,A013,Agent_13,9517694850,Shop,Boisar,2024-01-03,T,T,F,T,T,T,T,F,T,F,T,T
RSP12180,A018,Agent_18,9548001526,Shop,Boisar,2024-03-08,F,T,T,F,T,T,F,T,F,T,F,T
RSP12181,A020,Agent_20,9344697195,House,Boisar,2024-03-01,T,F,T,T,T,T,T,T,T,T,F,T
RSP12182,A020,Agent_20,9358029460,College,Boisar,2024-03-29,T,T,T,F,T,T,F,T,T,T,T,T
RSP12183,A006,Agent_6,9567679879,House,Boisar,2024-02-23,F,T,F,F,F,T,F,T,T,T,F,T
RSP12184,A015,Agent_15,9889448074,College,Boisar,2024-02-04,T,T,F,F,T,T,F,T,T,F,T,T
RSP12185,A005,Agent_5,9797018579,House,Boisar,2024-01-22,F,T,F,F,T,T,T,T,T,T,F,T
RSP12186,A008,Agent_8,9531589349,Shop,Boisar,2024-01-06,T,T,T,T,F,T,T,T,F,T,F,F
RSP12187,A014,Agent_14,9107314966,House,Boisar,2024-01-12,F,T,T,T,T,T,T,T,T,T,T,T
RSP12188,A006,Agent_6,9277361686,College,Boisar,2024-03-04,T,T,T,F,T,T,F,T,F,T,F,T
RSP12189,A008,Agent_8,9568708300,House,Boisar,2024-03-08,T,T,T,T,T,T,F,T,T,F,F,T
RSP12190,A001,Agent_1,9413474334,College,Boisar,2024-03-12,T,T,F,F,T,T,T,T,F,F,T,F
RSP12191,A007,Agent_7,9439800747,School,Boisar,2024-03-19,T,F,T,F,T,T,T,T,T,F,T,T
RSP12192,A006,Agent_6,9879572340,School,Boisar,2024-03-19,T,F,T,F,T,F,T,T,T,F,T,T
RSP12193,A024,Agent_24,9847316396,House,Boisar,2024-03-05,F,T,F,F,T,T,T,T,F,T,F,T
RSP12194,A023,Agent_23,9595926891,School,Boisar,2024-02-13,T,F,T,T,T,T,T,T,T,F,F,F
RSP12195,A012,Agent_12,9867381295,College,Boisar,2024-02-13,T,T,T,T,T,T,F,F,T,T,T,T
RSP12196,A019,Agent_19,9113656890,House,Boisar,2024-01-05,T,T,T,F,F,F,F,T,T,T,F,T
RSP12197,A020,Agent_20,9638784790,Shop,Boisar,2024-02-04,T,T,F,F,T,T,F,T,T,T,T,T
RSP12198,A013,Agent_13,9734954400,School,Boisar,2024-02-04,T,T,F,F,T,T,T,T,T,T,T,T
RSP12199,A009,Agent_9,9909308446,House,Boisar,2024-02-20,T,F,T,T,T,T,F,T,T,F,T,T
RSP12200,A005,Agent_5,9330534850,House,Boisar,2024-03-28,T,F,F,T,T,T,F,T,T,T,T,F
RSP12201,A022,Agent_22,9589674462,House,Boisar,2024-01-05,T,T,T,F,T,T,F,T,T,T,T,F
RSP12202,A024,Agent_24,9734049897,House,Boisar,2024-01-19,F,T,F,F,F,T,T,T,F,F,F,T
RSP12203,A013,Agent_13,9610062609,House,Boisar,2024-03-17,T,T,F,F,T,T,T,F,T,T,T,T
RSP12204,A013,Agent_13,9941534751,House,Boisar,2024-03-14,T,T,F,T,T,T,T,T,F,T,T,T
RSP12205,A017,Agent_17,9495038583,House,Boisar,2024-01-15,T,T,F,F,T,F,F,T,T,T,T,F
RSP12206,A024,Agent_24,9668844319,House,Boisar,2024-02-05,T,T,F,F,T,T,F,T,F,T,T,T
RSP12207,A014,Agent_14,9412012572,House,Boisar,2024-03-09,T,T,F,F,T,T,F,T,T,T,T,T
RSP12208,A012,Agent_12,9310422798,House,Boisar,2024-02-15,F,T,T,T,T,T,F,F,T,F,T,T
RSP12209,A006,Agent_6,9816775645,College,Boisar,2024-03-23,T,T,F,F,T,F,F,T,T,T,T,T
RSP12210,A025,Agent_25,9486500336,School,Boisar,2024-03-23,T,T,T,F,T,T,F,T,T,T,T,F
RSP12211,A009,Agent_9,9907830600,College,Boisar,2024-01-13,T,T,T,F,T,F,T,T,T,T,F,T
RSP12212,A006,Agent_6,9807486965,House,Boisar,2024-02-14,T,T,T,F,T,T,T,T,F,F,T,T
RSP12213,A018,Agent_18,9156385010,Shop,Boisar,2024-01-23,T,F,F,F,T,T,F,F,F,T,F,T
RSP12214,A004,Agent_4,9514369124,House,Boisar,2024-02-02,T,T,T,T,T,T,F,T,T,T,T,T
RSP12215,A016,Agent_16,9527299604,House,Boisar,2024-02-18,T,T,T,F,F,T,T,T,T,F,T,F
RSP12216,A023,Agent_23,9303484460,College,Boisar,2024-03-19,T,T,T,T,F,T,F,T,T,F,F,T
RSP12217,A022,Agent_22,9979832612,Shop,Boisar,2024-02-05,T,T,T,F,T,F,F,T,T,F,T,T
RSP12218,A023,Agent_23,9132657466,College,Boisar,2024-02-26,T,F,F,T,T,T,T,T,T,T,T,T
RSP12219,A021,Agent_21,9623744310,House,Boisar,2024-02-10,F,T,T,T,T,T,F,T,T,F,F,T
RSP12220,A008,Agent_8,9691281869,Shop,Boisar,2024-01-28,T,T,T,F,T,T,F,T,T,T,T,F
RSP12221,A002,Agent_2,9339818385,House,Boisar,2024-03-06,T,F,T,F,T,F,T,T,F,T,T,T
RSP12222,A005,Agent_5,9676667697,House,Boisar,2024-03-28,T,T,F,F,F,T,T,T,T,T,T,T
RSP12223,A025,Agent_25,9429404118,College,Boisar,2024-01-03,T,F,T,T,T,F,T,T,F,T,T,T
RSP12224,A013,Agent_13,9607277191,House,Boisar,2024-03-25,T,F,F,F,T,T,F,T,T,T,F,T
RSP12225,A006,Agent_6,9456694515,Shop,Boisar,2024-01-30,F,T,T,F,T,T,T,F,F,T,T,T
RSP12226,A007,Agent_7,9891197174,House,Boisar,2024-03-16,T,T,T,F,T,T,F,T,T,T,F,T
RSP12227,A021,Agent_21,9321168522,Shop,Boisar,2024-01-14,T,T,T,F,T,T,T,T,T,T,F,T
RSP12228,A025,Agent_25,9928424371,School,Boisar,2024-01-12,T,T,T,T,T,T,T,T,T,T,F,T
RSP12229,A015,Agent_15,9758752075,House,Boisar,2024-03-29,T,T,F,F,T,F,T,T,T,T,T,T
RSP12230,A016,Agent_16,9184748941,House,Boisar,2024-03-11,T,T,F,F,T,T,F,T,T,T,T,T
RSP12231,A023,Agent_23,9576281529,Shop,Boisar,2024-03-24,T,T,T,T,F,T,T,T,T,T,T,T
RSP12232,A020,Agent_20,9239888858,House,Boisar,2024-02-17,F,T,F,F,T,T,F,T,F,F,T,T
RSP12233,A019,Agent_19,9931363575,House,Boisar,2024-03-01,F,F,T,F,T,F,T,T,T,F,F,T
RSP12234,A008,Agent_8,9336195355,House,Boisar,2024-02-18,T,F,F,F,T,T,T,T,T,T,F,T
RSP12235,A023,Agent_23,9587716783,Shop,Boisar,2024-01-27,F,T,T,T,T,T,T,T,F,F,T,T
RSP12236,A011,Agent_11,9841501111,College,Boisar,2024-02-04,T,T,T,F,T,F,T,T,F,T,T,T
RSP12237,A023,Agent_23,9529221319,House,Boisar,2024-03-09,T,T,F,T,T,F,F,F,T,T,T,T
RSP12238,A014,Agent_14,9461592349,House,Boisar,2024-01-18,F,T,F,T,T,T,F,T,T,T,T,T
RSP12239,A010,Agent_10,9130383321,House,Boisar,2024-03-02,F,T,T,F,T,T,F,T,T,T,F,F
RSP12240,A008,Agent_8,9657173291,College,Boisar,2024-03-23,F,T,T,T,T,T,F,T,T,T,T,T
RSP12241,A012,Agent_12,9740118738,House,Boisar,2024-02-16,F,F,T,F,T,T,T,F,F,T,T,T
RSP12242,A002,Agent_2,9198595124,House,Boisar,2024-01-05,F,T,T,T,T,T,F,T,T,T,T,F
RSP12243,A012,Agent_12,9195932439,Shop,Boisar,2024-02-29,T,T,T,F,T,T,T,T,T,T,F,T
RSP12244,A014,Agent_14,9412836856,Shop,Boisar,2024-01-20,T,T,T,F,F,T,F,T,T,F,T,T
RSP12245,A012,Agent_12,9116846524,House,Boisar,2024-01-07,T,T,F,T,T,T,T,T,F,T,F,F
RSP12246,A020,Agent_20,9767183203,House,Boisar,2024-03-15,T,T,T,T,T,T,T,T,T,F,F,T
RSP12247,A006,Agent_6,9659401801,Shop,Boisar,2024-02-08,T,F,T,T,T,F,T,F,F,T,T,T
RSP12248,A022,Agent_22,9214927463,College,Boisar,2024-03-22,F,T,T,F,T,T,F,F,F,T,F,F
RSP12249,A001,Agent_1,9516729838,Shop,Boisar,2024-01-23,T,T,T,F,T,T,T,T,T,T,T,T
RSP12250,A024,Agent_24,9147181702,House,Boisar,2024-02-14,T,T,T,T,T,T,F,T,T,T,T,T
RSP12251,A007,Agent_7,9338043166,College,Boisar,2024-02-11,F,T,F,T,T,T,T,T,T,T,T,T
RSP12252,A011,Agent_11,9735028241,Shop,Boisar,2024-02-16,T,F,F,F,F,T,T,F,F,T,F,F
RSP12253,A015,Agent_15,9373920405,Shop,Boisar,2024-02-02,T,T,T,F,T,T,F,T,T,T,T,T
RSP12254,A003,Agent_3,9744185955,Shop,Boisar,2024-01-12,T,T,F,F,T,T,T,T,T,T,T,T
RSP12255,A014,Agent_14,9261624228,Shop,Boisar,2024-02-16,T,F,T,F,T,F,T,T,T,F,T,T
RSP12256,A009,Agent_9,9564539821,College,Boisar,2024-03-27,F,T,T,F,T,T,T,T,T,T,F,F
RSP12257,A003,Agent_3,9189692599,Shop,Boisar,2024-01-13,T,T,T,T,T,T,T,T,T,T,F,T
RSP12258,A001,Agent_1,9108792518,House,Boisar,2024-01-19,F,F,T,F,T,T,F,T,T,T,F,T
RSP12259,A020,Agent_20,9375796548,College,Boisar,2024-01-17,T,T,F,F,T,T,F,T,T,T,T,T
RSP12260,A023,Agent_23,9200023608,House,Boisar,2024-01-08,T,T,T,F,T,F,T,T,F,F,T,T
RSP12261,A022,Agent_22,9743085703,House,Boisar,2024-03-04,T,T,T,F,T,T,T,T,T,T,T,T
RSP12262,A005,Agent_5,9193215220,House,Boisar,2024-02-29,T,T,T,F,T,T,T,T,T,T,F,T
RSP12263,A014,Agent_14,9328467230,House,Boisar,2024-02-19,T,T,T,T,F,T,T,T,T,F,T,T
RSP12264,A004,Agent_4,9206639648,Shop,Boisar,2024-01-29,F,F,T,F,T,F,T,F,T,F,T,T
RSP12265,A016,Agent_16,9572891429,House,Boisar,2024-01-27,T,T,T,F,T,T,F,T,T,T,T,T
RSP12266,A018,Agent_18,9754492266,House,Boisar,2024-01-01,T,F,T,F,T,T,T,T,T,T,T,T
RSP12267,A017,Agent_17,9470239843,House,Boisar,2024-01-10,F,T,T,F,T,T,F,T,T,F,F,F
RSP12268,A021,Agent_21,9375441333,House,Boisar,2024-03-19,T,T,T,F,T,T,T,T,T,F,F,T
RSP12269,A016,Agent_16,9545285658,House,Boisar,2024-01-09,T,T,F,F,T,T,F,T,T,T,F,T
RSP12270,A004,Agent_4,9669277230,House,Boisar,2024-03-06,F,T,T,F,T,T,F,F,T,T,T,F
RSP12271,A019,Agent_19,9301279106,House,Boisar,2024-03-23,F,T,F,T,T,T,T,T,T,T,T,T
RSP12272,A025,Agent_25,9999055804,House,Boisar,2024-01-09,T,F,T,F,T,T,T,T,T,F,T,T
RSP12273,A018,Agent_18,9376396218,School,Boisar,2024-01-08,T,T,T,T,T,T,F,T,T,F,T,T
RSP12274,A009,Agent_9,9445032527,House,Boisar,2024-02-22,T,T,T,F,T,T,F,T,T,F,F,T
RSP12275,A009,Agent_9,9758873078,House,Boisar,2024-02-04,T,F,T,F,T,T,T,T,T,F,F,T
RSP12276,A003,Agent_3,9639912219,House,Boisar,2024-01-04,T,T,T,F,T,T,T,T,T,T,T,T
RSP12277,A012,Agent_12,9716313824,House,Boisar,2024-02-22,T,T,T,F,T,T,T,T,T,T,T,T
RSP12278,A007,Agent_7,9189723616,House,Boisar,2024-01-26,T,T,T,F,T,F,T,F,T,F,T,T
RSP12279,A014,Agent_14,9395926801,College,Boisar,2024-03-09,T,T,F,F,F,T,T,T,F,F,T,T
RSP12280,A025,Agent_25,9520971964,Shop,Boisar,2024-03-22,T,F,T,F,T,T,T,T,T,F,T,T
RSP12281,A024,Agent_24,9625608176,House,Boisar,2024-03-20,F,F,T,F,T,T,T,F,F,T,T,T
RSP12282,A002,Agent_2,9223304744,Shop,Boisar,2024-02-23,T,T,T,F,T,T,T,T,T,F,T,T
RSP12283,A018,Agent_18,9866316807,College,Boisar,2024-02-13,T,F,T,F,F,F,F,T,T,T,T,F
RSP12284,A025,Agent_25,9590961193,House,Boisar,2024-02-02,T,T,T,F,T,F,F,T,T,F,T,T
RSP12285,A001,Agent_1,9938662874,House,Boisar,2024-01-19,T,F,T,F,T,T,F,T,T,F,T,F
RSP12286,A016,Agent_16,9482192792,House,Boisar,2024-01-30,T,T,T,F,T,T,F,F,F,T,T,T
RSP12287,A015,Agent_15,9327642280,Shop,Boisar,2024-01-30,T,T,F,F,T,T,F,T,T,F,T,T
RSP12288,A023,Agent_23,9629121717,House,Boisar,2024-02-23,T,T,T,F,T,T,T,T,T,T,T,T
RSP12289,A019,Agent_19,9638386745,College,Boisar,2024-01-30,F,T,T,F,T,T,T,F,T,F,T,T
RSP12290,A002,Agent_2,9207426979,House,Boisar,2024-02-23,T,F,F,F,F,T,F,T,F,F,T,F
RSP12291,A009,Agent_9,9316392739,Shop,Boisar,2024-03-09,T,T,T,F,T,T,T,T,T,F,T,F
RSP12292,A021,Agent_21,9960895909,Shop,Boisar,2024-01-14,T,T,F,T,T,T,F,T,T,T,F,T
RSP12293,A018,Agent_18,9968567101,Shop,Boisar,2024-01-14,F,T,T,F,F,F,T,T,T,F,T,T
RSP12294,A023,Agent_23,9922394921,House,Boisar,2024-02-01,T,F,F,F,T,T,F,F,T,T,T,T
RSP12295,A010,Agent_10,9923244652,House,Boisar,2024-02-29,T,F,T,F,T,T,T,F,T,F,T,T
RSP12296,A021,Agent_21,9154155821,School,Boisar,2024-03-21,T,T,T,F,F,T,T,F,T,T,T,F
RSP12297,A015,Agent_15,9712411729,House,Boisar,2024-01-11,T,F,T,F,T,F,F,T,T,T,F,T
RSP12298,A024,Agent_24,9411922592,House,Boisar,2024-02-02,F,T,T,F,T,F,F,T,F,T,T,F
RSP12299,A016,Agent_16,9412631771,House,Boisar,2024-03-15,T,T,T,F,T,T,T,T,T,T,F,T
RSP12300,A011,Agent_11,9137518087,House,Boisar,2024-03-04,T,T,T,F,T,F,T,F,T,T,F,F
RSP12301,A014,Agent_14,9622473148,Shop,Boisar,2024-02-04,T,T,T,F,T,T,F,T,T,T,F,T
RSP12302,A002,Agent_2,9602208083,School,Boisar,2024-02-28,T,T,T,F,T,F,T,T,F,F,T,T
RSP12303,A004,Agent_4,9909358973,College,Boisar,2024-03-17,T,T,F,F,T,T,F,T,T,T,T,T
RSP12304,A007,Agent_7,9506300196,House,Boisar,2024-01-05,F,T,T,T,T,T,T,T,F,F,F,T
RSP12305,A003,Agent_3,9964300154,Shop,Boisar,2024-03-03,T,T,F,T,T,T,T,T,T,F,T,T
RSP12306,A009,Agent_9,9243331818,House,Boisar,2024-03-10,T,T,T,F,T,T,F,T,T,T,T,T
RSP12307,A018,Agent_18,9546105204,House,Boisar,2024-03-01,T,F,F,F,T,T,F,T,T,F,T,T
RSP12308,A005,Agent_5,9929760012,House,Boisar,2024-03-01,F,T,T,F,F,T,F,T,T,T,T,T
RSP12309,A008,Agent_8,9854457468,Shop,Boisar,2024-01-13,T,T,T,F,T,T,T,T,T,T,F,T
RSP12310,A011,Agent_11,9837723200,College,Boisar,2024-01-11,T,T,F,F,T,T,T,T,T,F,F,T
RSP12311,A016,Agent_16,9825123961,School,Boisar,2024-01-03,T,T,T,T,T,T,F,F,T,T,T,T
RSP12312,A005,Agent_5,9208517147,School,Boisar,2024-02-21,T,T,T,F,T,F,T,T,T,T,T,T
RSP12313,A025,Agent_25,9511390828,House,Boisar,2024-02-16,F,T,T,F,T,T,F,T,F,T,T,T
RSP12314,A004,Agent_4,9920590174,House,Boisar,2024-02-21,T,T,T,F,T,T,T,T,T,T,T,F
RSP12315,A009,Agent_9,9718769519,House,Boisar,2024-03-13,T,F,T,F,T,T,T,T,F,T,T,F
RSP12316,A021,Agent_21,9727327344,House,Boisar,2024-03-02,T,T,T,F,T,T,F,T,T,T,T,T
RSP12317,A025,Agent_25,9757485032,Shop,Boisar,2024-02-24,T,T,T,F,T,T,F,T,T,T,F,T
RSP12318,A006,Agent_6,9536825348,College,Boisar,2024-01-21,T,F,F,T,T,T,F,T,T,F,T,T
RSP12319,A015,Agent_15,9118443524,Shop,Boisar,2024-03-03,T,T,F,T,T,T,T,T,T,T,F,F
RSP12320,A012,Agent_12,9249613087,House,Boisar,2024-01-24,T,T,T,F,T,T,F,T,T,F,F,T
RSP12321,A007,Agent_7,9352879396,Shop,Boisar,2024-02-07,F,T,T,F,F,T,T,F,T,T,T,F
RSP12322,A008,Agent_8,9192026054,School,Boisar,2024-02-28,F,T,F,F,T,T,F,T,T,F,T,T
