response_id,agent_id,agent_name,mobile_no,category,location,survey_date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12
RSP17720,A013,Agent_13,9800742770,College,Palghar,2024-01-31,T,F,T,F,T,T,T,T,T,T,F,T
RSP17721,A018,Agent_18,9471239603,College,Palghar,2024-02-08,T,T,F,F,T,T,F,T,F,T,T,T
RSP17722,A018,Agent_18,9349357515,House,Palghar,2024-03-13,F,T,T,T,F,T,F,T,F,T,T,T
RSP17723,A006,Agent_6,9421067127,House,Palghar,2024-02-07,F,F,F,F,F,F,F,T,T,T,T,F
RSP17724,A019,Agent_19,9793662372,House,Palghar,2024-01-28,F,F,T,F,T,T,F,T,T,F,F,T
RSP17725,A007,Agent_7,9659327350,House,Palghar,2024-03-14,T,F,T,F,T,F,T,T,T,F,F,T
RSP17726,A007,Agent_7,9195203400,House,Palghar,2024-02-20,T,F,T,F,F,T,T,T,T,T,T,T
RSP17727,A021,Agent_21,9446279310,Shop,Palghar,2024-02-26,T,T,F,F,F,T,F,F,T,T,T,T
RSP17728,A017,Agent_17,9787663218,House,Palghar,2024-01-03,T,T,T,T,T,F,F,T,F,F,T,T
RSP17729,A004,Agent_4,9349511299,House,Palghar,2024-03-09,T,T,T,T,T,T,F,T,T,T,T,T
RSP17730,A008,Agent_8,9669841532,Shop,Palghar,2024-01-05,T,T,T,F,T,T,F,T,T,T,F,F
RSP17731,A023,Agent_23,9525286765,House,Palghar,2024-02-16,T,F,T,T,T,T,T,T,F,F,T,T
RSP17732,A018,Agent_18,9513931422,House,Palghar,2024-02-28,F,T,F,F,T,F,F,T,T,T,F,T
RSP17733,A016,Agent_16,9872224442,College,Palghar,2024-03-20,T,F,F,T,T,T,F,T,T,F,T,F
RSP17734,A003,Agent_3,9276427144,House,Palghar,2024-01-02,T,T,F,T,T,T,F,T,F,F,T,T
RSP17735,A019,Agent_19,9486401635,House,Palghar,2024-01-15,T,T,F,F,T,F,F,T,F,T,T,T
RSP17736,A001,Agent_1,9719828603,House,Palghar,2024-01-15,T,T,F,F,T,F,F,T,F,F,F,T
RSP17737,A019,Agent_19,9396173382,House,Palghar,2024-03-03,F,T,T,T,T,F,T,T,T,T,F,T
RSP17738,A013,Agent_13,9988396268,Shop,Palghar,2024-02-16,T,T,F,T,T,T,T,T,F,T,F,T
RSP17739,A024,Agent_24,9310478725,House,Palghar,2024-03-15,T,T,T,F,T,F,T,T,T,T,T,T
RSP17740,A023,Agent_23,9310979775,House,Palghar,2024-02-04,T,F,F,F,T,T,F,T,F,F,F,T
RSP17741,A025,Agent_25,9296109146,House,Palghar,2024-02-04,T,T,F,T,T,F,F,T,T,T,T,T
RSP17742,A005,Agent_5,9446857854,School,Palghar,2024-02-21,F,T,T,T,F,T,F,T,T,F,T,T
RSP17743,A012,Agent_12,9652360523,College,Palghar,2024-03-21,F,F,F,F,T,T,T,T,T,T,T,F
RSP17744,A014,Agent_14,9810160102,House,Palghar,2024-02-13,T,F,T,F,T,T,F,T,T,T,F,T
RSP17745,A011,Agent_11,9722625055,College,Palghar,2024-02-11,F,T,F,F,F,T,F,F,T,F,T,T
RSP17746,A024,Agent_24,9428096305,Shop,Palghar,2024-02-07,T,F,F,F,T,T,T,F,T,F,T,F
RSP17747,A006,Agent_6,9211112421,Shop,Palghar,2024-03-14,T,F,F,F,T,F,T,T,T,T,F,F
RSP17748,A013,Agent_13,9934513920,House,Palghar,2024-03-02,F,T,T,F,T,F,T,F,F,T,T,T
RSP17749,A004,Agent_4,9274752332,Shop,Palghar,2024-02-24,F,T,T,F,T,T,T,T,T,T,F,T
RSP17750,A006,Agent_6,9119549453,House,Palghar,2024-03-19,T,F,T,T,F,T,T,F,F,F,T,T
RSP17751,A007,Agent_7,9830178635,House,Palghar,2024-01-25,T,T,T,T,T,F,T,F,F,T,T,T
RSP17752,A024,Agent_24,9110834294,House,Palghar,2024-01-19,T,T,T,T,F,T,T,F,F,F,T,T
RSP17753,A005,Agent_5,9852358226,Shop,Palghar,2024-03-22,F,T,T,F,F,T,T,F,T,T,T,T
RSP17754,A014,Agent_14,9712866730,House,Palghar,2024-01-13,T,F,F,F,T,F,F,F,T,T,T,T
RSP17755,A025,Agent_25,9314839417,House,Palghar,2024-02-23,T,T,F,F,F,T,F,T,T,T,F,T
RSP17756,A023,Agent_23,9742716053,House,Palghar,2024-01-30,T,F,T,F,T,T,F,T,T,T,F,T
RSP17757,A002,Agent_2,9648627865,House,Palghar,2024-01-27,F,T,T,T,T,T,F,F,T,F,T,F
RSP17758,A004,Agent_4,9747218669,House,Palghar,2024-02-24,T,T,F,F,T,F,T,T,T,T,F,T
RSP17759,A001,Agent_1,9186600152,School,Palghar,2024-01-07,T,T,T,F,T,T,F,F,F,T,F,T
RSP17760,A015,Agent_15,9983609374,House,Palghar,2024-01-29,T,T,F,F,T,T,F,F,T,T,F,T
RSP17761,A017,Agent_17,9420778316,College,Palghar,2024-03-15,T,T,T,T,T,T,T,T,F,F,F,F
RSP17762,A007,Agent_7,9523061902,House,Palghar,2024-03-18,T,T,T,T,T,F,F,F,T,F,T,T
RSP17763,A011,Agent_11,9340482404,College,Palghar,2024-02-29,T,T,T,T,T,T,T,T,F,T,T,T
RSP17764,A007,Agent_7,9700058636,Shop,Palghar,2024-03-17,F,T,T,F,T,T,T,T,T,F,F,T
RSP17765,A014,Agent_14,9250020210,House,Palghar,2024-01-04,T,T,T,T,T,T,T,T,T,T,F,F
RSP17766,A020,Agent_20,9457091515,House,Palghar,2024-03-05,T,T,T,F,F,F,T,F,T,T,T,T
RSP17767,A014,Agent_14,9279380423,House,Palghar,2024-03-17,F,T,F,F,F,T,T,F,F,F,T,T
RSP17768,A010,Agent_10,9375822135,Shop,Palghar,2024-02-02,T,T,T,T,T,T,T,T,T,F,F,T
RSP17769,A010,Agent_10,9852363362,House,Palghar,2024-01-02,T,T,T,F,T,T,T,T,T,F,T,T
RSP17770,A013,Agent_13,9277359564,House,Palghar,2024-03-08,T,T,T,F,T,T,T,T,T,F,T,F
RSP17771,A002,Agent_2,9781911765,House,Palghar,2024-01-30,T,T,T,T,T,T,T,T,F,T,T,F
RSP17772,A019,Agent_19,9856078427,House,Palghar,2024-03-10,T,T,T,T,T,T,F,T,F,F,T,T
RSP17773,A013,Agent_13,9396576002,House,Palghar,2024-02-15,T,F,T,F,T,F,F,T,F,T,T,T
RSP17774,A014,Agent_14,9665856039,House,Palghar,2024-02-05,T,T,F,F,T,F,F,F,T,T,F,T
RSP17775,A004,Agent_4,9804860742,House,Palghar,2024-01-04,T,T,T,F,T,F,F,T,F,T,T,T
RSP17776,A012,Agent_12,9886548672,House,Palghar,2024-03-08,T,T,T,F,F,T,F,T,T,F,T,F
RSP17777,A024,Agent_24,9287980601,House,Palghar,2024-02-18,F,T,T,F,T,F,F,F,T,F,T,T
RSP17778,A013,Agent_13,9409991014,House,Palghar,2024-03-07,F,T,T,T,T,T,F,T,F,T,F,T
RSP17779,A025,Agent_25,9372366406,Shop,Palghar,2024-03-22,F,T,T,F,F,T,F,T,T,T,F,T
RSP17780,A025,Agent_25,9825122336,House,Palghar,2024-02-10,F,F,F,T,T,T,T,F,F,T,T,T
RSP17781,A018,Agent_18,9434453027,Shop,Palghar,2024-03-10,F,T,F,F,T,F,F,F,F,F,F,F
RSP17782,A001,Agent_1,9913684267,College,Palghar,2024-01-06,F,T,T,F,T,T,T,F,T,F,T,F
RSP17783,A014,Agent_14,9654736886,House,Palghar,2024-02-27,T,F,F,F,T,T,T,T,T,T,T,T
RSP17784,A007,Agent_7,9174958192,Shop,Palghar,2024-01-09,T,T,T,T,F,T,F,T,T,F,T,T
RSP17785,A019,Agent_19,9254314559,College,Palghar,2024-01-17,T,T,F,F,T,T,F,T,F,T,F,T
RSP17786,A004,Agent_4,9491504595,House,Palghar,2024-02-03,T,F,F,F,T,T,T,T,F,T,F,T
RSP17787,A017,Agent_17,9535007084,House,Palghar,2024-01-18,T,F,T,T,T,T,T,F,T,T,T,T
RSP17788,A010,Agent_10,9236216983,College,Palghar,2024-02-18,T,T,F,T,T,T,T,T,F,F,T,T
RSP17789,A013,Agent_13,9942613278,Shop,Palghar,2024-03-26,T,T,T,T,F,F,F,F,F,T,T,T
RSP17790,A023,Agent_23,9176464876,House,Palghar,2024-02-21,F,T,F,T,T,T,T,F,T,F,T,T
RSP17791,A017,Agent_17,9852309129,House,Palghar,2024-03-06,F,T,T,T,T,T,F,T,T,F,F,T
RSP17792,A003,Agent_3,9761868638,House,Palghar,2024-01-19,F,T,T,F,T,T,T,T,F,T,T,F
RSP17793,A023,Agent_23,9885754372,Shop,Palghar,2024-02-19,T,F,T,T,F,T,T,T,T,F,T,T
RSP17794,A022,Agent_22,9125856576,House,Palghar,2024-01-06,T,F,F,T,T,F,F,T,T,F,F,F
RSP17795,A018,Agent_18,9992983783,House,Palghar,2024-02-22,T,T,T,T,T,T,F,F,T,T,T,T
RSP17796,A019,Agent_19,9742657580,House,Palghar,2024-03-16,F,T,T,F,T,T,F,T,F,F,T,T
RSP17797,A016,Agent_16,9851931311,House,Palghar,2024-02-24,F,T,T,F,T,F,T,F,T,T,T,T
RSP17798,A011,Agent_11,9766838910,College,Palghar,2024-03-09,F,T,F,F,T,T,T,T,T,T,T,F
RSP17799,A013,Agent_13,9711075456,Shop,Palghar,2024-01-16,F,F,F,T,F,T,F,F,T,T,T,T
RSP17800,A012,Agent_12,9542144969,School,Palghar,2024-01-13,F,T,F,F,T,T,F,T,T,T,T,F
RSP17801,A021,Agent_21,9130130127,School,Palghar,2024-03-15,F,T,T,F,T,T,F,T,T,T,T,T
RSP17802,A021,Agent_21,9135713843,College,Palghar,2024-02-23,F,T,T,T,T,T,F,F,T,T,T,F
RSP17803,A020,Agent_20,9839557012,House,Palghar,2024-03-08,T,T,T,F,F,F,T,F,F,F,T,T
RSP17804,A025,Agent_25,9677667514,House,Palghar,2024-01-18,T,T,T,F,F,F,F,T,T,T,T,T
RSP17805,A008,Agent_8,9949763000,House,Palghar,2024-02-06,T,F,F,F,T,T,T,T,T,T,F,T
RSP17806,A012,Agent_12,9590491178,House,Palghar,2024-02-12,T,T,T,T,F,F,T,T,T,T,T,T
RSP17807,A004,Agent_4,9351239383,College,Palghar,2024-02-20,F,T,F,T,T,T,T,T,T,T,T,F
RSP17808,A016,Agent_16,9624697526,College,Palghar,2024-02-10,F,F,T,T,T,T,F,T,T,T,F,T
RSP17809,A009,Agent_9,9283444052,College,Palghar,2024-01-14,T,T,T,F,T,T,F,T,T,F,T,T
RSP17810,A015,Agent_15,9242808617,House,Palghar,2024-02-20,T,T,T,F,F,F,F,T,T,T,T,F
RSP17811,A017,Agent_17,9980650935,House,Palghar,2024-02-07,T,T,T,F,F,T,T,T,F,F,T,F
RSP17812,A010,Agent_10,9812227270,College,Palghar,2024-03-24,T,T,T,T,T,T,F,T,F,F,F,T
RSP17813,A018,Agent_18,9909927129,House,Palghar,2024-02-02,F,T,T,F,T,T,F,T,T,T,F,T
RSP17814,A008,Agent_8,9883662824,Shop,Palghar,2024-01-06,T,T,T,T,T,F,F,F,F,F,F,F
RSP17815,A025,Agent_25,9351097535,College,Palghar,2024-01-08,T,T,T,F,T,F,T,T,F,F,T,F
RSP17816,A023,Agent_23,9874156097,College,Palghar,2024-01-26,F,T,T,F,F,F,T,T,T,T,T,T
RSP17817,A025,Agent_25,9427371141,Shop,Palghar,2024-02-27,F,T,T,F,T,T,F,T,T,F,T,F
RSP17818,A007,Agent_7,9640446740,House,Palghar,2024-03-26,T,F,F,T,F,F,T,T,T,F,T,F
RSP17819,A006,Agent_6,9191346838,House,Palghar,2024-02-08,T,T,F,F,F,F,F,T,T,T,T,T
RSP17820,A017,Agent_17,9355405776,House,Palghar,2024-01-08,T,T,T,T,F,T,F,T,T,F,T,T
RSP17821,A017,Agent_17,9560444598,House,Palghar,2024-01-16,F,T,T,T,F,T,F,T,T,F,T,T
RSP17822,A014,Agent_14,9175933591,House,Palghar,2024-01-18,F,T,T,T,T,T,F,F,T,T,T,T
RSP17823,A012,Agent_12,9435075826,Shop,Palghar,2024-03-21,F,F,T,T,F,T,T,F,T,T,T,T
RSP17824,A019,Agent_19,9589765847,House,Palghar,2024-01-27,F,T,T,F,T,T,F,T,F,T,T,T
RSP17825,A004,Agent_4,9279032983,House,Palghar,2024-02-16,T,T,T,F,F,T,T,T,F,T,F,T
RSP17826,A017,Agent_17,9900391617,Shop,Palghar,2024-02-14,T,T,F,T,T,T,T,T,T,F,T,T
RSP17827,A011,Agent_11,9348607622,House,Palghar,2024-01-23,T,F,T,F,T,T,T,T,T,T,F,T
RSP17828,A003,Agent_3,9380199236,School,Palghar,2024-03-11,T,F,T,F,T,F,T,T,F,F,F,T
RSP17829,A024,Agent_24,9933798800,House,Palghar,2024-03-25,T,T,F,F,T,T,T,T,T,T,F,T
RSP17830,A003,Agent_3,9758903210,College,Palghar,2024-01-18,T,F,T,T,T,T,F,T,F,T,T,T
RSP17831,A011,Agent_11,9784254970,College,Palghar,2024-01-30,F,F,T,F,T,T,T,T,T,F,T,T
RSP17832,A003,Agent_3,9874918018,House,Palghar,2024-01-30,F,T,T,F,T,F,F,T,T,T,T,T
RSP17833,A004,Agent_4,9955376178,House,Palghar,2024-02-28,T,T,F,T,T,T,T,T,T,F,F,T
RSP17834,A017,Agent_17,9387810810,House,Palghar,2024-02-25,T,F,F,F,T,T,T,T,T,T,T,F
RSP17835,A023,Agent_23,9545090528,House,Palghar,2024-03-18,T,T,T,T,T,T,T,T,T,T,T,T
RSP17836,A021,Agent_21,9736375409,House,Palghar,2024-01-23,T,T,T,F,T,T,T,T,F,T,T,T
RSP17837,A021,Agent_21,9863642882,House,Palghar,2024-01-24,T,T,T,F,T,T,T,T,F,F,F,T
RSP17838,A025,Agent_25,9558278843,House,Palghar,2024-02-21,T,F,T,T,T,F,F,T,T,T,T,T
RSP17839,A003,Agent_3,9346792970,Shop,Palghar,2024-02-15,T,T,T,F,F,F,T,F,F,F,T,F
RSP17840,A020,Agent_20,9313059192,House,Palghar,2024-03-24,F,F,F,F,F,T,T,T,F,T,F,T
RSP17841,A017,Agent_17,9800844673,School,Palghar,2024-01-22,T,T,F,T,F,T,F,T,F,F,T,T
RSP17842,A003,Agent_3,9675250881,House,Palghar,2024-01-16,T,F,T,F,T,F,T,T,T,F,T,T
RSP17843,A013,Agent_13,9491594873,House,Palghar,2024-01-16,F,T,T,T,T,T,F,T,T,F,F,T
RSP17844,A008,Agent_8,9406002101,House,Palghar,2024-01-30,T,T,T,F,T,F,T,F,F,T,T,T
RSP17845,A023,Agent_23,9581016297,School,Palghar,2024-01-08,T,T,T,T,T,T,T,T,T,T,T,T
RSP17846,A016,Agent_16,9256802030,House,Palghar,2024-02-11,T,T,T,F,F,T,F,T,F,F,T,T
RSP17847,A001,Agent_1,9965677569,House,Palghar,2024-03-06,T,T,F,F,T,T,F,T,T,F,T,F
RSP17848,A003,Agent_3,9771229588,House,Palghar,2024-03-30,F,T,T,F,T,T,T,F,F,T,T,T
RSP17849,A009,Agent_9,9242470776,Shop,Palghar,2024-02-04,T,T,T,T,T,T,F,F,T,F,F,F
RSP17850,A018,Agent_18,9222938512,House,Palghar,2024-03-09,T,T,T,F,F,T,F,F,T,T,T,F
RSP17851,A011,Agent_11,9600209149,House,Palghar,2024-01-02,F,T,F,T,T,F,F,F,F,T,T,F
RSP17852,A001,Agent_1,9224631057,Shop,Palghar,2024-01-20,F,F,F,F,T,T,T,F,T,T,T,T
RSP17853,A008,Agent_8,9604653213,House,Palghar,2024-03-29,T,F,F,T,T,T,T,T,T,F,F,T
RSP17854,A004,Agent_4,9313915079,Shop,Palghar,2024-03-01,T,T,T,F,T,F,F,T,F,F,F,T
RSP17855,A004,Agent_4,9637303225,Shop,Palghar,2024-03-10,T,T,T,F,T,T,T,T,T,F,F,T
RSP17856,A004,Agent_4,9721429051,House,Palghar,2024-01-18,T,T,F,T,F,T,F,T,T,T,F,T
RSP17857,A013,Agent_13,9879085803,College,Palghar,2024-02-06,F,T,F,F,F,T,F,T,F,F,T,T
RSP17858,A011,Agent_11,9774627083,House,Palghar,2024-03-24,T,F,F,T,T,T,F,T,T,T,T,T
RSP17859,A011,Agent_11,9648196506,House,Palghar,2024-01-09,T,T,T,F,T,F,F,T,T,T,F,F
RSP17860,A005,Agent_5,9339120292,Shop,Palghar,2024-02-01,T,T,F,F,T,F,T,T,T,F,F,F
RSP17861,A008,Agent_8,9885522005,House,Palghar,2024-03-09,F,T,T,F,T,F,T,T,T,T,T,T
RSP17862,A002,Agent_2,9253757505,House,Palghar,2024-03-03,T,T,F,F,T,F,F,F,T,F,T,F
RSP17863,A017,Agent_17,9893356608,House,Palghar,2024-03-21,T,T,F,F,T,F,F,T,T,T,T,T
RSP17864,A010,Agent_10,9729970303,House,Palghar,2024-03-28,T,T,F,F,T,T,T,T,T,T,F,F
RSP17865,A006,Agent_6,9909195790,House,Palghar,2024-03-02,T,T,F,T,T,F,F,T,T,T,T,T
RSP17866,A009,Agent_9,9645252089,Shop,Palghar,2024-01-19,T,F,T,T,T,T,F,T,F,T,T,T
RSP17867,A004,Agent_4,9340778770,House,Palghar,2024-01-07,F,T,T,F,T,F,F,T,T,F,T,T
RSP17868,A023,Agent_23,9201399875,House,Palghar,2024-03-25,F,F,T,F,T,F,T,F,T,F,T,T
RSP17869,A025,Agent_25,9220061990,House,Palghar,2024-02-03,T,T,F,T,T,T,T,T,T,F,T,T
RSP17870,A010,Agent_10,9943997683,College,Palghar,2024-02-14,F,T,T,F,T,T,T,F,T,F,T,T
RSP17871,A002,Agent_2,9154720935,Shop,Palghar,2024-01-26,F,T,T,F,T,T,F,T,T,T,F,T
RSP17872,A018,Agent_18,9589278516,House,Palghar,2024-01-14,T,T,T,T,T,T,F,F,F,F,T,T
RSP17873,A001,Agent_1,9527463950,House,Palghar,2024-03-27,T,T,T,T,T,T,T,T,F,F,F,F
RSP17874,A019,Agent_19,9329717313,College,Palghar,2024-01-12,T,T,F,F,F,T,T,T,F,T,F,T
RSP17875,A007,Agent_7,9697837310,House,Palghar,2024-02-12,F,F,T,F,T,T,F,T,T,F,T,T
RSP17876,A020,Agent_20,9632770045,Shop,Palghar,2024-03-11,T,F,T,F,T,T,T,T,T,F,T,T
RSP17877,A004,Agent_4,9793032162,House,Palghar,2024-02-27,T,F,F,F,T,T,F,T,T,F,T,T
RSP17878,A021,Agent_21,9909745907,House,Palghar,2024-02-20,F,T,T,F,T,F,T,F,T,F,F,T
RSP17879,A005,Agent_5,9175759670,House,Palghar,2024-01-19,T,T,T,F,F,F,F,T,T,T,T,F
RSP17880,A024,Agent_24,9337625073,House,Palghar,2024-01-04,F,F,T,F,T,T,T,T,F,F,T,T
RSP17881,A014,Agent_14,9731666516,School,Palghar,2024-01-16,T,F,T,F,T,T,F,T,T,T,T,T
RSP17882,A025,Agent_25,9428004951,Shop,Palghar,2024-01-07,F,F,T,T,T,T,F,T,T,T,T,F
RSP17883,A007,Agent_7,9642881379,House,Palghar,2024-01-20,F,T,F,F,T,T,T,T,T,F,F,T
RSP17884,A002,Agent_2,9303691758,House,Palghar,2024-02-20,T,T,F,F,F,T,F,T,F,F,F,T
RSP17885,A009,Agent_9,9819284075,House,Palghar,2024-01-04,T,T,T,F,F,T,T,T,F,F,F,F
RSP17886,A001,Agent_1,9946582100,House,Palghar,2024-03-23,F,T,F,F,T,F,T,T,T,T,T,T
RSP17887,A019,Agent_19,9446537791,School,Palghar,2024-03-07,T,T,T,F,T,T,T,F,F,F,F,T
RSP17888,A024,Agent_24,9593855601,School,Palghar,2024-02-16,T,T,F,F,T,F,F,T,T,T,T,T
RSP17889,A025,Agent_25,9377515966,House,Palghar,2024-02-01,F,T,T,F,T,T,T,T,F,F,T,T
RSP17890,A020,Agent_20,9426118102,House,Palghar,2024-01-17,T,F,T,F,T,F,T,F,T,T,F,T
RSP17891,A025,Agent_25,9434888501,College,Palghar,2024-02-28,T,T,T,F,T,T,T,T,F,T,T,T
RSP17892,A024,Agent_24,9309975017,House,Palghar,2024-03-12,T,F,T,F,F,T,F,T,T,F,T,T
RSP17893,A006,Agent_6,9564886554,House,Palghar,2024-02-29,T,T,T,F,T,T,F,F,T,T,T,F
RSP17894,A012,Agent_12,9980150780,House,Palghar,2024-03-05,T,T,T,T,T,F,F,T,F,F,F,T
RSP17895,A003,Agent_3,9133588746,House,Palghar,2024-02-29,F,T,F,F,T,T,T,F,T,T,T,T
RSP17896,A008,Agent_8,9988941478,Shop,Palghar,2024-03-26,T,T,F,F,T,T,T,T,T,T,T,T
RSP17897,A013,Agent_13,9483031938,College,Palghar,2024-01-15,T,T,T,F,F,T,F,T,F,F,F,T
RSP17898,A020,Agent_20,9263336051,College,Palghar,2024-02-12,T,F,T,T,T,T,F,T,T,T,T,T
RSP17899,A014,Agent_14,9983515775,Shop,Palghar,2024-03-23,T,T,T,F,T,F,F,T,F,F,F,T
RSP17900,A003,Agent_3,9455386512,House,Palghar,2024-02-29,F,F,T,T,T,F,T,T,F,T,F,T
RSP17901,A012,Agent_12,9933036976,House,Palghar,2024-02-25,F,T,F,T,T,T,F,F,T,F,T,F
RSP17902,A012,Agent_12,9994454061,House,Palghar,2024-02-13,T,T,T,F,F,F,T,T,T,T,F,T
RSP17903,A023,Agent_23,9585621719,House,Palghar,2024-02-07,F,T,F,F,T,F,F,F,T,F,T,T
RSP17904,A010,Agent_10,9807142389,House,Palghar,2024-02-20,T,F,T,F,T,T,F,T,F,F,T,T
RSP17905,A001,Agent_1,9888761363,Shop,Palghar,2024-01-20,T,T,T,F,T,T,T,T,T,T,T,F
RSP17906,A020,Agent_20,9993599009,Shop,Palghar,2024-02-10,F,T,T,F,T,T,T,T,T,T,T,T
RSP17907,A017,Agent_17,9318153402,House,Palghar,2024-03-22,T,T,T,F,T,T,F,T,T,T,T,F
RSP17908,A002,Agent_2,9582738585,House,Palghar,2024-03-25,F,F,T,T,T,F,T,T,T,F,F,F
RSP17909,A012,Agent_12,9246043298,House,Palghar,2024-02-14,T,T,F,F,T,T,F,F,T,T,T,T
RSP17910,A011,Agent_11,9674280577,House,Palghar,2024-03-03,T,F,T,F,T,T,F,T,T,F,T,T
RSP17911,A024,Agent_24,9612554492,School,Palghar,2024-03-22,T,F,T,T,T,F,T,T,F,T,T,T
RSP17912,A001,Agent_1,9443085928,House,Palghar,2024-01-13,T,T,T,T,T,T,F,T,F,F,F,T
RSP17913,A005,Agent_5,9944650548,College,Palghar,2024-01-11,T,T,T,F,T,T,T,T,F,F,T,T
RSP17914,A021,Agent_21,9419299182,Shop,Palghar,2024-01-20,T,T,T,F,T,T,T,F,T,F,T,T
RSP17915,A006,Agent_6,9808406248,House,Palghar,2024-02-07,F,T,F,F,T,F,T,T,T,T,F,T
RSP17916,A002,Agent_2,9554239331,House,Palghar,2024-01-08,T,T,F,T,T,F,T,T,T,F,T,T
RSP17917,A015,Agent_15,9297479534,House,Palghar,2024-03-10,F,F,T,F,T,T,F,T,T,F,F,T
RSP17918,A018,Agent_18,9923591356,House,Palghar,2024-03-22,F,T,T,F,T,T,F,T,T,T,F,T
RSP17919,A023,Agent_23,9101953413,House,Palghar,2024-01-17,T,T,F,F,F,T,F,T,T,T,T,T
RSP17920,A001,Agent_1,9249736508,House,Palghar,2024-02-01,F,T,F,T,F,T,T,T,F,F,F,T
RSP17921,A007,Agent_7,9455706560,House,Palghar,2024-02-06,T,F,F,T,T,T,T,T,T,T,T,T
RSP17922,A021,Agent_21,9415428111,Shop,Palghar,2024-02-16,T,T,T,F,F,T,T,T,F,T,F,T
RSP17923,A018,Agent_18,9161145265,House,Palghar,2024-02-04,T,F,T,F,T,T,T,T,F,F,T,T
RSP17924,A014,Agent_14,9428732588,House,Palghar,2024-01-21,F,T,T,F,T,T,T,T,F,T,T,F
RSP17925,A009,Agent_9,9480808060,House,Palghar,2024-01-08,T,T,F,F,T,T,F,T,T,T,T,F
RSP17926,A016,Agent_16,9627140745,House,Palghar,2024-03-05,T,T,T,F,T,F,F,T,F,T,T,T
RSP17927,A013,Agent_13,9736841057,House,Palghar,2024-01-28,T,T,T,T,T,T,F,T,T,T,T,T
